stock,endDate,accountsPayable,inventory,longTermDebt,netReceivables,netTangibleAssets,longTermInvestments,totalCurrentAssets,propertyPlantEquipment,otherStockholderEquity,deferredLongTermAssetCharges,totalCurrentLiabilities,cash,otherAssets,treasuryStock,goodWill,otherLiab,retainedEarnings,otherCurrentAssets,commonStock,totalAssets,otherCurrentLiab,deferredLongTermLiab,totalStockholderEquity,totalLiab,capitalSurplus,intangibleAssets,shortTermInvestments,shortLongTermDebt,minorityInterest
ADNT,6/30/2019,2751000000,783000000,3762000000,1853000000,-689000000,1407000000,4253000000,1687000000,-499000000,,3963000000,1025000000,619000000,-499000000,2182000000,523000000,-1541000000,575000000,,10574000000,807000000,,1919000000,8248000000,3959000000,426000000,,8000000,407000000
CARR,3/31/2020,,,,,-7965000000,,,,,,,,,,,,,,,,,,2697000000,,,,,,
CARR,3/31/2019,,,,,2854000000,,,,,,,,,,,,,,,,,,13917000000,,,,,,
AMPH,3/31/2020,16506000,107900000,35686000,58598000,337042000,,246724000,250208000,-5461000,24235000,83371000,54845000,35427000,-113954000,3571000,14447000,120319000,4155000,5000,572831000,12563000,,377514000,149458000,371144000,36901000,12203000,11458000,45859000
AMPH,12/31/2019,25061000,110501000,38894000,45687000,340213000,,255241000,253548000,-4687000,25873000,90009000,73685000,37029000,-102314000,3634000,13725000,116370000,4155000,5000,586971000,12520000,,381366000,159443000,367305000,37519000,11675000,7430000,46162000
AMPH,9/30/2019,22044000,109854000,37274000,46145000,348266000,,268903000,242517000,-5848000,20746000,86596000,85611000,33077000,-89701000,3786000,10368000,117396000,4155000,5000,585636000,9218000,,389405000,151983000,361705000,37353000,12666000,6961000,44248000
AMPH,6/30/2019,31462000,99232000,38998000,49049000,346127000,,284134000,241188000,-4223000,20746000,100999000,120373000,34261000,-83682000,3930000,10467000,116086000,4155000,5000,601301000,13197000,,387845000,169013000,355436000,37788000,2836000,6778000,44443000
SBH,3/31/2020,221760000,946189000,1549523000,87333000,-641125000,145000,1449039000,864691000,-124243000,,915836000,364414000,19361000,-124243000,529037000,102737000,69925000,51103000,1123000,2921166000,2040000,,-53195000,2974361000,,58893000,,,
SBH,12/31/2019,272082000,991839000,1578436000,94657000,-594070000,347000,1189041000,869389000,-102417000,,594605000,67262000,20013000,-102417000,534116000,99329000,103454000,35283000,1162000,2675059000,20135000,,2199000,2672860000,,62153000,,,
SBH,9/30/2019,278688000,952907000,1593711000,104539000,-653160000,344000,1163553000,319628000,-117287000,,456079000,71495000,22084000,-117287000,530786000,108148000,55797000,34612000,1167000,2098446000,26501000,,-60323000,2158769000,,62051000,,,
SBH,6/30/2019,272629000,967744000,1589663000,96996000,-669870000,697000,1160448000,292371000,-104031000,,441054000,57855000,19350000,-104031000,533963000,112019000,22852000,37853000,1201000,2072271000,15874000,,-70465000,2142736000,,65442000,,,
SPAR,3/31/2020,63480000,59289000,74077000,94313000,85273000,,204008000,71188000,,14124000,102768000,40903000,16361000,,43632000,3811000,94575000,9503000,354000,388548000,14898000,,182264000,206735000,87335000,53359000,,220000,-451000
SPAR,12/31/2019,54713000,59456000,88174000,77934000,74572000,,252808000,72221000,,25520000,157957000,19349000,27815000,,43632000,4922000,86764000,96069000,353000,450537000,73902000,,172265000,278790000,85148000,54061000,,177000,-518000
SPAR,9/30/2019,83723000,87936000,108277000,178473000,84816000,,287675000,99299000,,7463000,167495000,15019000,10156000,,60333000,4376000,116380000,6247000,353000,512612000,44089000,,200298000,312986000,83565000,55149000,,213000,-672000
SPAR,6/30/2019,105580000,82065000,20460000,168160000,148242000,,273786000,70548000,,7759000,170032000,17897000,10397000,,31874000,4640000,106026000,5664000,353000,394808000,48892000,,188319000,207222000,81940000,8203000,,213000,-733000
AMC,3/31/2020,337100000,,5020800000,126800000,-4187100000,600000,551800000,7122700000,-119600000,500000,1612100000,299800000,450100000,-176000000,2938000000,810100000,-2902600000,125200000,1000000,11238300000,400300000,,-1074000000,12312300000,2003600000,175100000,,20000000,
AMC,12/31/2019,543300000,,4733400000,265900000,-3886000000,267100000,673100000,7445200000,-26100000,70100000,1933200000,265000000,190200000,-82500000,4789100000,791600000,-706200000,41300000,1000000,13675800000,575900000,,1214200000,12461600000,2001900000,311100000,,20000000,
AMC,9/30/2019,361600000,,4710100000,157900000,-3704400000,2200000,448700000,7376300000,-96700000,30700000,1647200000,100400000,566400000,-153100000,4693800000,793600000,-673500000,190400000,1000000,13281300000,347500000,,1183300000,12098000000,2008900000,193900000,,21400000,
AMC,6/30/2019,423200000,,4713100000,228500000,-3635500000,1800000,590000000,7412800000,-28600000,31100000,1713900000,190500000,549700000,-85000000,4763000000,801400000,-597700000,171000000,1000000,13514900000,369800000,,1325100000,12189800000,2006800000,197600000,,21400000,
MAG,3/31/2020,450000,,,94000,200282000,132551000,71121000,8658000,16070000,,678000,70327000,,16070000,,10962000,-216616000,,400828000,212330000,64000,,200282000,12048000,,,,,
MAG,12/31/2019,418000,,,83000,215247000,138051000,72712000,8047000,16762000,,854000,72360000,,16762000,,2242000,-201510000,,399995000,218810000,260000,,215247000,3563000,,,,,
MAG,9/30/2019,216000,,,174000,215273000,116216000,95331000,7038000,16137000,,436000,94599000,,16137000,,2399000,-200492000,,399628000,218585000,56000,,215273000,3312000,,,,,
MAG,6/30/2019,228000,,,261000,216252000,98712000,114782000,5520000,16297000,,456000,113833000,,16297000,,1805000,-198487000,,398442000,219014000,70000,,216252000,2762000,,,,,
NTP,3/31/2020,36308000,,,1039000,211614000,,156404000,297934000,-22160000,,116997000,121340000,6219000,-22160000,,3733000,-29695000,31299000,389000,460557000,71583000,,211614000,248943000,263080000,,,,
NTP,12/31/2019,36676000,,,1032000,214738000,,140588000,281713000,-19423000,,114380000,130218000,5943000,-19423000,,3776000,-26520000,9338000,386000,430410000,67642000,,214738000,215672000,260295000,,,,
NTP,9/30/2019,46255000,,,796000,214017000,,74426000,250814000,-20535000,,106334000,66924000,2227000,-20535000,,512000,-24802000,6706000,384000,327467000,55548000,,214017000,113450000,258970000,,,,
NTP,6/30/2019,87771000,,,625000,223197000,,105912000,227006000,-16246000,,111520000,96259000,2289000,-16246000,,482000,-18472000,9028000,382000,335207000,21354000,,223197000,112010000,257533000,,,,
MEC,3/31/2020,33433000,48942000,87793000,49449000,63891000,,113784000,124760000,,,46092000,13001000,1024000,-4860000,71535000,39260000,22140000,,,380600000,,,204923000,175677000,187643000,69497000,,,
MEC,12/31/2019,32173000,47281000,72572000,41777000,57187000,,90477000,128290000,,,48191000,1000,1107000,-4882000,71535000,39237000,22090000,,,363582000,,,200895000,162687000,183687000,72173000,,,
MEC,9/30/2019,42494000,52146000,87000000,62565000,56445000,,117994000,131365000,,,62985000,1000,4976000,-3882000,70922000,45167000,23763000,,,400107000,,,202217000,197890000,182336000,74850000,,,
MEC,6/30/2019,48411000,53121000,80653000,65220000,41176000,,121736000,129528000,,,88788000,1000,5441000,-3882000,72430000,44526000,14017000,,,406661000,,,191132000,215529000,180997000,77526000,,,
SMHI,3/31/2020,32023000,1575000,356729000,76064000,454972000,125142000,152865000,681645000,-2971000,,112481000,69220000,6883000,-3815000,,34155000,11131000,3353000,231000,966535000,21361000,,454972000,511224000,447425000,,,41977000,339000
SMHI,12/31/2019,25691000,1228000,380251000,67659000,457492000,124812000,158546000,709673000,1548000,,94817000,83943000,16162000,879000,,45379000,27076000,3104000,219000,1009193000,29782000,,457492000,530269000,429318000,,,20811000,21432000
SMHI,9/30/2019,26507000,1408000,375772000,65789000,471252000,118354000,125641000,758795000,-21105000,,111397000,38155000,37716000,-21719000,,46312000,64929000,17143000,219000,1040506000,39397000,,471252000,546359000,427823000,,,27022000,22895000
SMHI,6/30/2019,33909000,2995000,379075000,79527000,488549000,112550000,147657000,792882000,-19156000,,119779000,58772000,23607000,-19530000,,49827000,83312000,2240000,218000,1076696000,40648000,,488549000,565456000,424549000,,,24045000,22691000
CRMT,4/30/2020,,36414000,215568000,466141000,302759000,,562115000,,,,,59560000,,-246911000,,148997000,,,549670000,667324000,,,302759000,364565000,,,,,
CRMT,1/31/2020,,54026000,183750000,470641000,291315000,,531470000,,,,,2083000,,-246725000,,50785000,,,135000,597893000,,,291670000,305723000,,,,,
CRMT,10/31/2019,,48103000,176324000,455876000,277904000,,511265000,,,,,2474000,,-245598000,,50383000,,,134000,575367000,,,278259000,296608000,,,,,
CRMT,7/31/2019,,44651000,157934000,434198000,272581000,,485333000,,,,,1640000,,-235617000,,47690000,,,134000,548779000,,,272936000,275343000,,,,,
RNP,12/31/2019,1190575,,,10744094,1176519423,386027452,12993347,,,,353955426,767152,1131667207,,,213157,370120379,1482101,806399044,1530688006,964320,,1176519423,354168583,,,,,
RNP,9/30/2019,1190575,,,10744094,1176519423,386027452,12993347,,,,353955426,767152,1131667207,,,213157,370120379,1482101,806399044,1530688006,964320,,1176519423,354168583,,,,,
RNP,6/30/2019,10376154,,,15909191,1106092363,361455418,16441464,,,,362947186,201336,1091262498,,,119831,301242449,330937,804849914,1469159380,850376,,1106092363,363067017,,,,,
RNP,3/31/2019,10376154,,,15909191,1106092363,361455418,16441464,,,,362947186,201336,1091262498,,,119831,301242449,330937,804849914,1469159380,850376,,1106092363,363067017,,,,,
ST,3/31/2020,345787000,514274000,3220359000,536416000,-1294045000,,1969548000,824553000,-36476000,27293000,621061000,802971000,186875000,-821072000,3093598000,405321000,1624773000,18890000,2212000,6812818000,40541000,,2537797000,4275021000,1731884000,738244000,,4630000,
ST,12/31/2019,376968000,506678000,3220026000,557874000,-1290747000,,1965652000,886331000,-20484000,21150000,634746000,774119000,64334000,-769905000,3093598000,331866000,1616357000,24100000,2212000,6834519000,37159000,,2573755000,4260764000,1725091000,770904000,,4944000,
ST,9/30/2019,365823000,502939000,3219618000,596814000,-1292251000,,1949586000,873240000,-13598000,25599000,620503000,721386000,125609000,-678861000,3104447000,325661000,1562856000,29806000,2211000,6843574000,34261000,,2602888000,4240686000,1716682000,790692000,,5747000,
ST,6/30/2019,378504000,490123000,3216479000,635544000,-1289476000,,1969579000,861563000,-20598000,27383000,629144000,721073000,114436000,-588213000,3080395000,317572000,1492356000,20773000,2209000,6852117000,29288000,,2617063000,4235054000,1710711000,826144000,,11284000,
CFG,3/31/2020,1.33475E+11,,14934000000,,13264000000,27639000000,10134000000,746000000,85000000,,1.36271E+11,4058000000,1.30507E+11,-4538000000,7050000000,3564000000,6011000000,3828000000,6000000,1.76719E+11,,,20380000000,1.54769E+11,18901000000,643000000,280000000,1503000000,
CFG,12/31/2019,1.25313E+11,,11547000000,,12619000000,25848000000,7865000000,1460000000,-411000000,,1.28357E+11,1175000000,1.22366E+11,-4764000000,7044000000,3057000000,6498000000,5541000000,6000000,1.65733E+11,,,20631000000,1.43532E+11,18891000000,1150000000,297000000,2500000000,
CFG,9/30/2019,1.24714E+11,,10308000000,,13674000000,26657000000,7339000000,1459000000,-440000000,,1.28656E+11,3842000000,1.21686E+11,-4393000000,7044000000,2814000000,6229000000,2015000000,6000000,1.64362E+11,,,20718000000,1.42511E+11,18876000000,177000000,158000000,2498000000,
CFG,6/30/2019,1.24004E+11,,9044000000,,13844000000,26935000000,6540000000,1472000000,-488000000,,1.28302E+11,3035000000,1.20573E+11,-3941000000,7040000000,2636000000,5959000000,2205000000,6000000,1.62749E+11,,,20884000000,1.40732E+11,18860000000,189000000,186000000,2494000000,
PTEN,3/31/2020,140102000,34142000,966768000,327446000,2335253000,,584707000,3216729000,4092000,,354282000,152200000,25208000,-1361067000,,144829000,852426000,70919000,2695000,3870284000,341000,,2378893000,1491391000,2884839000,43640000,,,
PTEN,12/31/2019,170475000,36357000,966540000,346096000,2389616000,,631815000,3337952000,5478000,,400602000,174185000,25844000,-1339656000,,212209000,1294902000,75177000,2694000,4439615000,342000,,2833620000,1605995000,2875680000,48944000,,,
PTEN,9/30/2019,208801000,37334000,969909000,417136000,2493678000,,677560000,3457108000,5133000,,438858000,164829000,25117000,-1314809000,,236945000,1388691000,58261000,2692000,4609093000,535000,,2942986000,1666107000,2866412000,54248000,,,
PTEN,6/30/2019,242166000,68611000,1119648000,507160000,2805898000,,897744000,3795923000,4279000,,470044000,255514000,25703000,-1239540000,,301425000,1658417000,66459000,2688000,5191783000,269000,,3278311000,1913472000,2856746000,59553000,,,
CAL,5/2/2020,297557000,585307000,198506000,145333000,8648000,,1009790000,849334000,,,1077539000,187717000,90913000,,,61384000,,,282296000,2223685000,,,282296000,1938562000,,273648000,,,2827000
CAL,2/1/2020,267018000,618406000,198391000,168370000,90171000,,882299000,920440000,,,850950000,45218000,73189000,,,104204000,,,404000,2431707000,,,645950000,1782577000,,310504000,,,3180000
CAL,11/2/2019,275699000,644646000,198276000,156253000,107995000,,901646000,934505000,,,894230000,52502000,92214000,,,95623000,,,406000,2471210000,,,650840000,1817860000,,297570000,,,2510000
CAL,8/3/2019,448596000,792064000,198161000,167727000,77319000,,1053786000,955460000,,,1082129000,42601000,89037000,,,90325000,,,407000,2644393000,,,623429000,2019715000,,300835000,,,1249000
DRE,3/31/2020,89635000,,2946611000,179960000,4959843000,132567000,596430000,7218122000,-577647000,,386179000,187563000,627165000,-577647000,,214432000,,228907000,3684000,8574284000,,315871000,4959843000,3547222000,5533806000,,,,67219000
DRE,12/31/2019,68840000,,2914765000,285300000,4921534000,133074000,608165000,7104342000,-511028000,,161249000,110891000,478400000,-511028000,,225685000,,211974000,3680000,8420562000,,223863000,5018115000,3340302000,5525463000,,,,62145000
DRE,9/30/2019,70310000,,2767582000,295874000,4957933000,110815000,756106000,6772481000,-518240000,,230814000,121233000,623552000,-518240000,,199786000,,338999000,3663000,8262954000,,315579000,4957933000,3241682000,5472510000,,,,63339000
DRE,6/30/2019,67062000,,2838975000,306384000,4640597000,113987000,511639000,6703256000,-653391000,,194756000,8664000,685245000,-653391000,,234575000,,196591000,3606000,8014127000,,316624000,4640597000,3312006000,5290382000,,,,61524000
LEE,12/29/2019,14132000,3373000,421248000,50650000,-387381000,40420000,63150000,91238000,-28797000,,67148000,4468000,16218000,-28797000,250309000,100517000,-260103000,,581000,565730000,22966000,,-32677000,596700000,255642000,104395000,,1892000,1707000
LEE,9/29/2019,16750000,3769000,429391000,42536000,-396186000,39426000,60303000,82039000,-29114000,,61038000,8645000,15732000,-29114000,250309000,101604000,-265423000,,577000,555202000,21720000,,-38484000,592033000,255476000,107393000,,2954000,1653000
LEE,6/30/2019,13747000,3258000,442026000,47772000,-383582000,39831000,71252000,85549000,-12112000,,69150000,13516000,17236000,-12112000,249727000,84765000,-266242000,,578000,574401000,22970000,,-23049000,595941000,254727000,110806000,,3931000,1509000
LEE,3/31/2019,13661000,4068000,453608000,43677000,-394403000,39883000,68650000,87937000,-11990000,,65726000,16665000,17797000,-11990000,250162000,88019000,-272008000,,577000,579434000,25325000,,-29236000,607353000,254185000,115005000,,7318000,1317000
PGTI,4/4/2020,59598000,51647000,421203000,112725000,-158609000,,249199000,171849000,-3688000,,82433000,67552000,893000,-21997000,323800000,41343000,50388000,10687000,626000,1025631000,16510000,,445081000,580550000,416064000,279890000,,,
PGTI,12/28/2019,13443000,43851000,368971000,78638000,-104861000,,233610000,151742000,-238000,,56097000,97243000,972000,-18547000,277600000,42077000,34788000,10516000,619000,922733000,16030000,,431548000,491185000,414688000,258809000,,,
PGTI,9/28/2019,52713000,47566000,367917000,90110000,-111827000,,234070000,149253000,-1884000,,65800000,81803000,1012000,-20193000,277600000,37806000,31508000,10312000,617000,921794000,8536000,,425632000,496162000,413700000,259859000,,,
PGTI,6/29/2019,57831000,45726000,367475000,86272000,-127186000,,230353000,148463000,-2178000,,76915000,84501000,1158000,-14937000,277773000,37472000,16402000,9923000,615000,921535000,12646000,,414375000,507160000,412295000,263788000,,,
GDDY,3/31/2020,92200000,,2372300000,31600000,-3665800000,,1365600000,446300000,-77200000,,2124000000,851400000,203800000,-77200000,2994600000,987400000,-509200000,424200000,200000,6162200000,1743800000,181500000,480700000,5673100000,1066900000,1151900000,,72900000,8400000
GDDY,12/31/2019,72300000,,2376800000,30200000,-3302200000,,1575300000,455200000,-78200000,,2001100000,1062800000,196500000,-78200000,2976500000,948300000,-153500000,409800000,200000,6301200000,1586800000,179300000,772000000,5519100000,1003500000,1097700000,,108900000,10100000
GDDY,9/30/2019,71400000,,2383100000,29000000,-3372900000,,1484600000,445800000,-98500000,,1969300000,966700000,196400000,-98500000,2932200000,951300000,-155000000,408200000,200000,6167600000,1594100000,182100000,667900000,5487700000,921200000,1108600000,,79600000,12000000
GDDY,6/30/2019,82900000,,2387700000,24800000,-3173800000,,1720400000,408400000,-117600000,,2020100000,1198800000,201200000,-117600000,2965800000,950100000,168400000,411600000,200000,6448900000,1590200000,185700000,945100000,5492200000,894100000,1153100000,,141700000,11600000
VRTU,3/31/2020,38537000,,480154000,286789000,-29955000,1340000,681192000,149934000,,30225000,251907000,290837000,77205000,,296493000,58542000,,38207000,397441000,1337067000,11287000,,397441000,832300000,,130903000,9785000,16043000,
VRTU,3/31/2020,38537000,,491282000,286789000,-29955000,1340000,681192000,149934000,,30225000,251907000,290837000,77205000,,296493000,47414000,,38207000,335000,1337067000,44499000,,397441000,832300000,,130903000,9785000,16043000,
VRTU,12/31/2019,30548000,,381000000,256516000,27688000,1727000,580598000,159092000,,31136000,214050000,217387000,68933000,,276089000,36318000,,42792000,332000,1185958000,16357000,,403296000,675377000,,99519000,20058000,14597000,
VRTU,9/30/2019,35032000,,376859000,269193000,3878000,2111000,562148000,162345000,,29735000,211933000,183372000,69191000,,277061000,36219000,,41939000,332000,1174186000,12071000,,382269000,669546000,,101330000,14908000,14532000,
BCDA,3/31/2020,1108000,,,179000,-1283000,,3219000,1111000,,,4510000,2587000,54000,,,,-105664000,,7000,4384000,728000,,-1283000,5667000,104374000,,,,
BCDA,12/31/2019,914000,,,147000,2370000,,6378000,1246000,,,4003000,5585000,54000,,,,-101070000,,7000,7678000,732000,,2370000,5308000,103433000,,,,
BCDA,9/30/2019,1112000,,,103000,5194000,,9237000,1390000,,,4044000,8910000,54000,,,,-97568000,,46000,10681000,889000,,5194000,5487000,102716000,,,,
BCDA,6/30/2019,1626000,,,204000,-2236000,,1152000,1510000,,,4066000,517000,54000,,,,-93776000,,44000,2716000,739000,,-2236000,4952000,91496000,,,,
CMCSA,3/31/2020,9963000000,,1.0577E+11,10800000000,-79749000000,6468000000,24084000000,48442000000,-1144000000,,27600000000,8516000000,22172000000,-8661000000,67218000000,45009000000,51516000000,4768000000,54000000,2.62421E+11,4528000000,1078000000,81506000000,1.78379E+11,38597000000,94037000000,,2973000000,2536000000
CMCSA,12/31/2019,10826000000,,1.02322E+11,11292000000,-81492000000,6989000000,25392000000,52360000000,1047000000,,30292000000,5500000000,14455000000,-6470000000,68725000000,41054000000,50695000000,8600000000,54000000,2.63414E+11,6198000000,1083000000,82726000000,1.78168E+11,38447000000,95493000000,,4271000000,2520000000
CMCSA,9/30/2019,10198000000,,99847000000,10684000000,-83298000000,7473000000,22323000000,50801000000,-1159000000,,25989000000,3507000000,14335000000,-8676000000,66913000000,46147000000,48570000000,8132000000,54000000,2.56374E+11,4559000000,1055000000,78144000000,1.75846E+11,38196000000,94529000000,,1039000000,2384000000
CMCSA,6/30/2019,10014000000,,1.01248E+11,10835000000,-86536000000,8438000000,21361000000,50110000000,-62000000,,31008000000,3919000000,13260000000,-7579000000,67945000000,41164000000,46425000000,6607000000,54000000,2.56555E+11,4325000000,1037000000,76850000000,1.77396E+11,37950000000,95441000000,,6365000000,2309000000
GOOD,3/31/2020,7684000,,666194000,35652000,136309000,,58315000,912839000,-378913000,,14724000,9853000,43626000,-378913000,,36792000,,12649000,35000,1098825000,,37991000,220354000,723168000,599232000,84045000,,,3110000
GOOD,12/31/2019,5573000,,626594000,37177000,127220000,,60131000,855249000,-363104000,,10137000,6849000,43214000,-363104000,,34206000,,15855000,33000,1039508000,,34551000,208134000,676318000,571205000,80914000,,,2903000
GOOD,9/30/2019,2658000,,590823000,37344000,176306000,,52678000,811804000,-346219000,,7114000,6175000,36067000,-346219000,,30455000,,8789000,32000,978012000,,32734000,253769000,634161000,599956000,77463000,,,4482000
GOOD,6/30/2019,4129000,,576770000,37047000,181090000,,53255000,800731000,-333320000,,8169000,7590000,37473000,-333320000,,29474000,,8475000,32000,969787000,,32746000,259418000,620104000,592706000,78328000,,,4665000
CRM,1/31/2020,1856000000,,2673000000,6623000000,3541000000,1963000000,15963000000,5415000000,-93000000,,14845000000,4145000000,1441000000,-93000000,25134000000,946000000,1861000000,954000000,1000000,55126000000,10686000000,1348000000,33885000000,21241000000,32116000000,5210000000,3802000000,,
CRM,10/31/2019,2763000000,,2824000000,3034000000,2861000000,1760000000,11026000000,5515000000,-74000000,,10474000000,3868000000,1223000000,-74000000,25022000000,496000000,2109000000,868000000,1000000,49942000000,6911000000,1103000000,33279000000,16663000000,31243000000,5396000000,2661000000,,
CRM,7/31/2019,2271000000,,2973000000,2600000000,1720000000,1614000000,9903000000,5187000000,-77000000,,10195000000,3510000000,1186000000,-77000000,13199000000,325000000,2218000000,823000000,1000000,33336000000,7142000000,1105000000,17166000000,16170000000,15024000000,2247000000,2532000000,,
CRM,4/30/2019,2050000000,,3173000000,2413000000,1221000000,1548000000,10035000000,5097000000,-65000000,,10488000000,4110000000,1249000000,-65000000,12854000000,305000000,2127000000,815000000,1000000,33154000000,7585000000,1149000000,16446000000,16708000000,14383000000,2371000000,2269000000,,
TBBK,3/31/2020,4691123000,,56604000,,495247000,1388693000,1985816000,17148000,7600000,12797000,4831165000,13610000,2063594000,6734000,,72235000,60960000,1972206000,57426000,5458108000,,,498104000,4960004000,372984000,2857000,,,
TBBK,12/31/2019,5052030000,,54624000,,474682000,1449575000,2280975000,17538000,6047000,12538000,5052112000,629772000,1899060000,5181000,,65730000,50742000,1649522000,56941000,5656963000,,,484497000,5172466000,371633000,9815000,,,
TBBK,9/30/2019,4345697000,,55357000,,481476000,1520609000,1621744000,17857000,9128000,13006000,4345790000,24068000,1780628000,8262000,,58215000,48888000,1597676000,56911000,4943536000,,,484174000,4459362000,370113000,2698000,,,
TBBK,6/30/2019,3991746000,,54906000,,455051000,1510547000,1430401000,17380000,4889000,14574000,4036839000,27450000,1642159000,4023000,,53691000,28463000,1402951000,56875000,4603568000,,,458132000,4145436000,368771000,3081000,,,
MBIO,3/31/2020,2481000,,10563000,14000,45804000,,57705000,9606000,,,10035000,55814000,1250000,,,,-137316000,,4000,68561000,,,45804000,22757000,183116000,,,,
MBIO,12/31/2019,1877000,,12179000,19000,51652000,,63063000,9132000,,,7771000,61413000,1250000,,,,-125459000,,4000,73445000,,,51652000,21793000,172184000,,,,
MBIO,9/30/2019,5770000,,13185000,55000,62448000,,74362000,8723000,,,6293000,72794000,750000,,,,-109250000,,4000,83835000,,,62448000,21387000,171694000,,,,
MBIO,6/30/2019,5452000,,12951000,128000,71444000,,83422000,8453000,,,6368000,82634000,750000,,,,-99082000,,4000,92625000,,,71444000,21181000,170522000,,,,
MGM,3/31/2020,202735000,106327000,11743348000,499285000,2286469000,1596170000,7597929000,23598612000,-39774000,,2626247000,6016417000,438749000,-39774000,2091595000,2952680000,4934302000,,4932000,39118905000,775961000,,8173914000,25697262000,3274454000,3795850000,,,5247729000
MGM,12/31/2019,235437000,102888000,11168904000,639884000,1816197000,568879000,4007693000,22678436000,-10202000,,3191423000,2329604000,710280000,-10202000,2084564000,2470094000,4201337000,,5031000,33876356000,1785854000,,7727265000,21108391000,3531099000,3826504000,,,5040700000
MGM,9/30/2019,253637000,104206000,14943874000,574222000,117585000,553761000,2880746000,21254968000,-46841000,,3293244000,1233569000,536429000,-46841000,2076431000,1786794000,2255885000,,5139000,31168871000,1777656000,,6060552000,20542277000,3846369000,3866536000,,,4566042000
MGM,6/30/2019,277591000,106707000,14661695000,583766000,516896000,602666000,2040034000,21719154000,-26330000,,2786539000,1160591000,448273000,-26330000,2080904000,1781003000,2359966000,,5263000,30813715000,1263536000,,6520484000,19758408000,4181585000,3922684000,,,4534823000
WD,3/31/2020,,,293371000,506398000,789011000,,2095805000,,-1181000,,1548969000,205309000,246427000,-1181000,244886000,426320000,801139000,1225865000,303000,3311975000,,,1036268000,2268660000,236007000,724857000,,,7047000
WD,12/31/2019,,,293964000,595688000,852730000,,1534857000,,737000,,985271000,120685000,216284000,737000,180424000,334130000,796775000,802916000,300000,2675199000,,,1035689000,1632914000,237877000,721334000,,,6596000
WD,9/30/2019,,,294255000,510579000,812685000,,1875348000,,1015000,,1583521000,65641000,202481000,1015000,180424000,74232000,763195000,1273574000,300000,2981001000,,,995807000,1978759000,231297000,700048000,,,6435000
WD,6/30/2019,,,294840000,484575000,776089000,,1903653000,,892000,,1629498000,74184000,195451000,892000,180424000,79581000,730562000,1322474000,300000,2994217000,,,959375000,2029982000,227621000,690889000,,,4860000
BVN,3/31/2020,99550000,115085000,293138000,189950000,2695271000,1478303000,553954000,1712897000,-2298000,80006000,524305000,221588000,219474000,-2298000,,262078000,1727831000,9721000,751288000,3964628000,93642000,,2695271000,1086063000,218450000,,,260789000,183294000
BVN,12/31/2019,131358000,97973000,171681000,316179000,2744847000,1488247000,648619000,1754372000,-1042000,74556000,565357000,210046000,189361000,-65077000,,267721000,1802826000,3452000,815323000,4107274000,101785000,,2771522000,1139074000,218450000,,,262000000,196678000
BVN,9/30/2019,98972000,110878000,452604000,232427000,2832070000,1552962000,650794000,1775845000,-1070000,48008000,377107000,279708000,145255000,-1070000,,259120000,1863402000,13711000,751288000,4124856000,98667000,,2832070000,1088831000,218450000,,,110726000,203955000
BVN,6/30/2019,103725000,126732000,467398000,220429000,2827733000,1515648000,663966000,1779785000,-625000,58947000,374220000,284034000,153593000,-625000,,234195000,1858620000,15491000,751288000,4112992000,87608000,,2827733000,1075813000,218450000,,,112493000,209446000
MO,3/31/2020,278000000,2006000000,26971000000,147000000,-11302000000,23861000000,7935000000,1997000000,-2533000000,,11154000000,5616000000,980000000,-36879000000,5177000000,7818000000,36528000000,166000000,935000000,52618000000,6606000000,,6543000000,45943000000,5959000000,12668000000,,,132000000
MO,12/31/2019,325000000,2293000000,27042000000,268000000,-11642000000,23581000000,4824000000,1999000000,-2864000000,,8174000000,2117000000,1003000000,-37222000000,5177000000,7698000000,36539000000,146000000,935000000,49271000000,5294000000,,6222000000,42914000000,5970000000,12687000000,,,135000000
MO,9/30/2019,246000000,2188000000,26903000000,180000000,-7405000000,27346000000,4291000000,1962000000,-2402000000,,7662000000,1604000000,1364000000,-36260000000,5262000000,7672000000,39910000000,319000000,935000000,52913000000,4905000000,,10545000000,42237000000,5960000000,12688000000,,,131000000
MO,6/30/2019,224000000,2235000000,27096000000,242000000,-3063000000,32094000000,4483000000,1917000000,-2646000000,,7952000000,1796000000,1480000000,-36505000000,5196000000,7949000000,44081000000,210000000,935000000,57501000000,3894000000,,14464000000,42997000000,5953000000,12331000000,,,40000000
VBLT,3/31/2020,2292000,,,,31436000,,32552000,9695000,6080000,,7913000,12935000,,6080000,,1741000,-213456000,1248000,75000,43055000,451000,,31436000,11619000,238737000,,18139000,,
VBLT,12/31/2019,3330000,,,,35840000,,37778000,10037000,7896000,,8728000,9436000,,7896000,,1886000,-208103000,215000,73000,48621000,386000,,35840000,12781000,235974000,,27100000,,
VBLT,9/30/2019,1263000,,,,41155000,,42186000,10450000,7945000,,7687000,22319000,,7945000,,1964000,-202374000,1636000,73000,53139000,377000,,41155000,11984000,235511000,,18231000,,
VBLT,6/30/2019,2099000,,,,45485000,,46342000,10879000,7945000,,7180000,8282000,,7945000,,2097000,-197518000,1206000,73000,57221000,321000,,45485000,11736000,234985000,,36854000,,
